Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 942.0008037770217 , 4408.91 , 1183.5 , -0.25958556382228565 , 1218.4646972909886 , 4409.109813462316 , -0.8927746901041639 , 22.99632365410704
0 , 1957.5569946099308 , 3252.07 , 1183.5 , 7.748224113126838 , -24990.14754706754 , 3253.7790993423337 , 2.1337997862214078 , -101.03289422773068
0 , 5891.9970777050585 , 1752.629 , 1183.5 , 9.568014606920077 , -16391.880512997624 , 1752.8560288374406 , 1.1578916835139819 , 494.97951012242896
0 , 8683.769694619168 , 1107.98 , 1183.5 , 18.939665914204365 , -20285.827533274707 , 1105.9826550398147 , 1.9537277774029957 , 106.60494163817779
0 , 8497.004267632203 , 1101.3 , 1183.5 , 4.6027077425993514 , -4315.093124302338 , 1102.4707726244555 , 1.095184677688335 , -194.10546274944898
-22652 , 0 , 747.63 , 1183.5 , 0 , 0 , 0 , 0 , 0
3 , 21167.49452885618 , 733.0 , 1183.5 , 508.7342589033252 , -358355.6604891051 , 751.7921868737213 , 21.500569415387126 , -18787.067585941862
-165 , 0 , 4408.91 , 1324 , 0 , 0 , 0 , 0 , 0
0 , 309.39950931943605 , 3252.07 , 1324 , -4.0335018615881575 , 41011.814370431675 , -776.8189297914492 , 14702.603614827696 , -28935.28136517064
0 , 1606.791019634025 , 1752.629 , 1324 , -2.5419046788521 , 4514.600719429792 , 1752.448323365192 , 1.3889176982715261 , 250.64361224827053
-2 , 1079.414636954991 , 1107.98 , 1324 , 366.84263346045066 , -415008.40926863806 , 1087.9723422740626 , 21.822365685672825 , 13208.043117536812
0 , 868.6003814642806 , 1101.3 , 1324 , -4.729425822661654 , 5311.687937641182 , 1101.3077883373214 , -1.0945132812668614 , -140.8695450745623
0 , 2504.8040228858213 , 747.63 , 1324 , -6.003135382297497 , 4636.090491612678 , 747.8444803491872 , 0.7847375233143538 , 347.6400380533599
0 , 2008.7101216075657 , 733.0 , 1324 , -7.230091092508442 , 5409.481684277819 , 734.4324099333655 , 2.405677065154506 , 118.07925313569129
0 , 13.029787341417226 , 4408.91 , 6721 , 15.138181737954149 , -66311.36973287829 , 4432.826428552781 , -25.902361262994134 , -660.0644794979698
-334 , 0 , 3252.07 , 6721 , 0 , 0 , 0 , 0 , 0
0 , 402.9999919662719 , 1752.629 , 6721 , -0.6825035338568758 , 1203.969566971605 , 1752.5622321383769 , 0.9634838945732193 , 126.00720225504877
133 , 294.6575338740622 , 1107.98 , 6721 , -0.369021910962318 , 413.333453079813 , 1108.0150976800546 , -0.25022057489192434 , 377.45440003992576
0 , 59.823581720831534 , 1101.3 , 6721 , -0.002019656061991775 , -2254.2872408745307 , 1103.6751896827927 , 79.93534509648684 , 2264.885604715895
0 , 378.99997215006977 , 747.63 , 6721 , 4.668198854149229 , -3486.4024616662186 , 747.4105646548982 , 1.0839506416653777 , 136.21151170966655
220 , 0 , 733.0 , 6721 , 0 , 0 , 0 , 0 , 0
