Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 6028.777982016789 , 898.0 , 5582.4 , -3.167805162101266 , 3260.9301070424467 , 897.8644252043713 , 1.07157227891083 , 384.9115067138207
0 , 6168.00180919687 , 1353.1 , 5582.4 , -1.7120200560830248 , 2391.19062364442 , 1353.0821278823896 , 1.15184450635652 , 1825.2940742266442
0 , 811.5554833253941 , 1771.9 , 5582.4 , 0.8672127043804694 , -1493.0557257748776 , 1772.3174070592045 , 0.8603637870644014 , 138.28161021954912
0 , 1241.2194289529916 , 1836.6 , 5582.4 , -1.8673616135524302 , 3475.7257186554184 , 1836.6822793371161 , 1.265827271579159 , 212.49281787699653
0 , 866.811638271439 , 1872.7 , 5582.4 , 2.314228614800243 , -4319.608717538382 , 1871.2214866796392 , 2.202482601460874 , 130.85974052742236
0 , 1667.8661441218596 , 2191.0 , 5582.4 , 3.8967844806886687 , -8506.73312473065 , 2191.002520502169 , 1.5020371883451666 , 343.81757377543664
0 , 1855.485341642358 , 2247.7 , 5582.4 , -14.659790932275012 , 33023.677545818005 , 2247.2089302306395 , 1.70363498740743 , 201.00378594541036
0 , 1981.6543730660273 , 2504.4 , 5582.4 , -1.6555664187135062 , 4194.1809308868405 , 2504.3885551613007 , 1.395743745298637 , 399.58342419842825
0 , 2438.3761139969497 , 2891.2 , 5582.4 , -1.1302438740874636 , 3323.1126806043844 , 2892.2930909062293 , 1.5891312682629863 , 445.3927446111285
-1 , 11851.947375672235 , 3265.4 , 5582.4 , -10.036256451873232 , 32838.86552521575 , 3265.5671544458655 , 1.6632159578552461 , 2641.484447591979
-1 , 5237.647141470112 , 4391.5 , 5582.4 , -4.0904030285800825 , 18014.24388846125 , 4391.778220479187 , 1.9416180318951266 , 948.4176867086359
